file_name,parent_file_train,number_of_segments_train,number_of_voices_parent_train,parent_label_train,segment_label_train,noisy,extra_sounds,notes,Noisy,extra sounds,Notes
nsr9wssxfu971_processed_25,nsr9wssxfu971,31,6.0,3.0,3.0,0.0,shouting,audio seems to screeching,0.0,,
nsr9wssxfu971_processed_26,nsr9wssxfu971,31,6.0,3.0,3.0,0.0,shouting,audio seems to screeching,0.0,,
nsr9wssxfu971_processed_29,nsr9wssxfu971,31,6.0,3.0,2.0,0.0,,,0.0,,
nsr9wssxfu971_processed_30,nsr9wssxfu971,31,6.0,3.0,3.0,0.0,"siren, shouting",,0.0,,
nv04h04fnnv51_processed_0,nv04h04fnnv51,11,2.0,0.0,0.0,0.0,,,0.0,,
nv04h04fnnv51_processed_1,nv04h04fnnv51,11,2.0,0.0,0.0,0.0,,,0.0,,
nv04h04fnnv51_processed_2,nv04h04fnnv51,11,2.0,0.0,0.0,0.0,,,0.0,,
nv04h04fnnv51_processed_3,nv04h04fnnv51,11,2.0,0.0,0.0,0.0,,,0.0,,
nv04h04fnnv51_processed_4,nv04h04fnnv51,11,2.0,0.0,0.0,0.0,,,0.0,,
nv04h04fnnv51_processed_5,nv04h04fnnv51,11,2.0,0.0,0.0,0.0,,,0.0,,
nv04h04fnnv51_processed_6,nv04h04fnnv51,11,2.0,0.0,0.0,0.0,,,0.0,,
nv04h04fnnv51_processed_7,nv04h04fnnv51,11,2.0,0.0,0.0,0.0,,,0.0,,
nv04h04fnnv51_processed_8,nv04h04fnnv51,11,2.0,0.0,0.0,0.0,,,0.0,,
nv04h04fnnv51_processed_9,nv04h04fnnv51,11,2.0,0.0,0.0,0.0,,,0.0,,
nv04h04fnnv51_processed_10,nv04h04fnnv51,11,2.0,0.0,0.0,0.0,,,0.0,,
nw042g4ww2f61_processed_0,nw042g4ww2f61,8,9999.0,0.0,0.0,1.0,"crowd, cheering",,0.0,,
nw042g4ww2f61_processed_1,nw042g4ww2f61,8,9999.0,0.0,0.0,1.0,"crowd, cheering",,1.0,,
nw042g4ww2f61_processed_2,nw042g4ww2f61,8,9999.0,0.0,0.0,1.0,"crowd, cheering",,1.0,,
nw042g4ww2f61_processed_3,nw042g4ww2f61,8,9999.0,0.0,0.0,1.0,"crowd, cheering",,1.0,,
nw042g4ww2f61_processed_4,nw042g4ww2f61,8,9999.0,0.0,0.0,1.0,"crowd, cheering",,1.0,,
nw042g4ww2f61_processed_5,nw042g4ww2f61,8,9999.0,0.0,0.0,1.0,"crowd, cheering",,1.0,,
nw042g4ww2f61_processed_6,nw042g4ww2f61,8,9999.0,0.0,0.0,1.0,"crowd, cheering",,1.0,,
nw042g4ww2f61_processed_7,nw042g4ww2f61,8,9999.0,0.0,0.0,1.0,"crowd, cheering",,1.0,,
nwx6a3q9e6o61_processed_0,nwx6a3q9e6o61,2,1.0,0.0,0.0,0.0,,,0.0,,
nwx6a3q9e6o61_processed_1,nwx6a3q9e6o61,2,1.0,0.0,0.0,0.0,,,0.0,,
nzpxebrw4jw61_processed_0,nzpxebrw4jw61,18,9.0,1.0,1.0,0.0,,,0.0,,
nzpxebrw4jw61_processed_1,nzpxebrw4jw61,18,9.0,1.0,1.0,0.0,,,0.0,,
nzpxebrw4jw61_processed_2,nzpxebrw4jw61,18,9.0,1.0,1.0,0.0,,,0.0,,
nzpxebrw4jw61_processed_3,nzpxebrw4jw61,18,9.0,1.0,0.0,0.0,,,0.0,,
nzpxebrw4jw61_processed_4,nzpxebrw4jw61,18,9.0,1.0,1.0,0.0,,,0.0,,
nzpxebrw4jw61_processed_5,nzpxebrw4jw61,18,9.0,1.0,1.0,0.0,,,0.0,,
nzpxebrw4jw61_processed_6,nzpxebrw4jw61,18,9.0,1.0,1.0,0.0,,,0.0,,
nzpxebrw4jw61_processed_7,nzpxebrw4jw61,18,9.0,1.0,1.0,0.0,,,0.0,,
nzpxebrw4jw61_processed_8,nzpxebrw4jw61,18,9.0,1.0,1.0,0.0,,,0.0,,
nzpxebrw4jw61_processed_9,nzpxebrw4jw61,18,9.0,1.0,0.0,0.0,,,0.0,,
nzpxebrw4jw61_processed_10,nzpxebrw4jw61,18,9.0,1.0,0.0,0.0,,,0.0,,
nzpxebrw4jw61_processed_11,nzpxebrw4jw61,18,9.0,1.0,1.0,0.0,,,0.0,,
nzpxebrw4jw61_processed_12,nzpxebrw4jw61,18,9.0,1.0,1.0,0.0,,,0.0,,
nzpxebrw4jw61_processed_13,nzpxebrw4jw61,18,9.0,1.0,1.0,0.0,,,0.0,,
nzpxebrw4jw61_processed_14,nzpxebrw4jw61,18,9.0,1.0,1.0,0.0,,,0.0,,
nzpxebrw4jw61_processed_15,nzpxebrw4jw61,18,9.0,1.0,1.0,0.0,clapping,,0.0,,
nzpxebrw4jw61_processed_16,nzpxebrw4jw61,18,9.0,1.0,0.0,0.0,,,0.0,,
nzpxebrw4jw61_processed_17,nzpxebrw4jw61,18,9.0,1.0,0.0,0.0,,,0.0,,
o03beaprv8n51_processed_1,o03beaprv8n51,5,2.0,1.0,1.0,0.0,,,0.0,,
o03beaprv8n51_processed_2,o03beaprv8n51,5,2.0,1.0,1.0,0.0,,,0.0,,
o03beaprv8n51_processed_3,o03beaprv8n51,5,2.0,1.0,1.0,0.0,,,0.0,,
o03beaprv8n51_processed_4,o03beaprv8n51,5,2.0,1.0,1.0,0.0,,,0.0,,
o1iurxp7z4w51_processed_0,o1iurxp7z4w51,1,9999.0,0.0,0.0,1.0,empty audio,empty audio,0.0,,FLAG
o4flke2zbr861_processed_0,o4flke2zbr861,6,2.0,1.0,1.0,0.0,,,0.0,,
o4flke2zbr861_processed_1,o4flke2zbr861,6,2.0,1.0,1.0,0.0,,,0.0,,
o4flke2zbr861_processed_2,o4flke2zbr861,6,2.0,1.0,1.0,0.0,,,0.0,,
o4flke2zbr861_processed_3,o4flke2zbr861,6,2.0,1.0,1.0,0.0,,,0.0,,
o4flke2zbr861_processed_4,o4flke2zbr861,6,2.0,1.0,1.0,0.0,,,0.0,,
o4flke2zbr861_processed_5,o4flke2zbr861,6,2.0,1.0,1.0,0.0,,,0.0,,
o964w7ixwsx51_processed_0,o964w7ixwsx51,19,10.0,1.0,0.0,0.0,"music, speech",,0.0,,
o964w7ixwsx51_processed_1,o964w7ixwsx51,19,10.0,1.0,0.0,0.0,"music, speech",,0.0,,
o964w7ixwsx51_processed_2,o964w7ixwsx51,19,10.0,1.0,1.0,0.0,"music, speech",,0.0,,
o964w7ixwsx51_processed_3,o964w7ixwsx51,19,10.0,1.0,1.0,0.0,"music, speech",,0.0,,
o964w7ixwsx51_processed_4,o964w7ixwsx51,19,10.0,1.0,0.0,0.0,"music, speech",,0.0,,
o964w7ixwsx51_processed_5,o964w7ixwsx51,19,10.0,1.0,0.0,0.0,music,,0.0,,
o964w7ixwsx51_processed_6,o964w7ixwsx51,19,10.0,1.0,1.0,0.0,"music, speech",,0.0,,
o964w7ixwsx51_processed_7,o964w7ixwsx51,19,10.0,1.0,0.0,0.0,"music, speech",,0.0,,
o964w7ixwsx51_processed_8,o964w7ixwsx51,19,10.0,1.0,0.0,0.0,"music, speech",,0.0,,
o964w7ixwsx51_processed_9,o964w7ixwsx51,19,10.0,1.0,1.0,0.0,"music, speech",,0.0,,
o964w7ixwsx51_processed_10,o964w7ixwsx51,19,10.0,1.0,0.0,0.0,"music, speech",,0.0,,
o964w7ixwsx51_processed_11,o964w7ixwsx51,19,10.0,1.0,1.0,0.0,"music, speech",,0.0,,
o964w7ixwsx51_processed_12,o964w7ixwsx51,19,10.0,1.0,0.0,0.0,"music, speech",,0.0,,
o964w7ixwsx51_processed_13,o964w7ixwsx51,19,10.0,1.0,1.0,0.0,"music, speech",,0.0,,
o964w7ixwsx51_processed_14,o964w7ixwsx51,19,10.0,1.0,0.0,0.0,"music, speech",,0.0,,
o964w7ixwsx51_processed_15,o964w7ixwsx51,19,10.0,1.0,0.0,0.0,"music, speech",,0.0,,
o964w7ixwsx51_processed_16,o964w7ixwsx51,19,10.0,1.0,0.0,0.0,"music, speech",,0.0,,
o964w7ixwsx51_processed_17,o964w7ixwsx51,19,10.0,1.0,0.0,0.0,"music, speech",,0.0,,
o9k446r3s5761_processed_0,o9k446r3s5761,6,2.0,1.0,0.0,0.0,,,0.0,,
o9k446r3s5761_processed_2,o9k446r3s5761,6,2.0,1.0,1.0,0.0,,,0.0,,
o9k446r3s5761_processed_3,o9k446r3s5761,6,2.0,1.0,1.0,0.0,,,0.0,,
o9k446r3s5761_processed_4,o9k446r3s5761,6,2.0,1.0,1.0,0.0,,,0.0,,
oaefa9ociba61_processed_0,oaefa9ociba61,2,1.0,0.0,0.0,0.0,laugh,,0.0,,
oaefa9ociba61_processed_1,oaefa9ociba61,2,1.0,0.0,0.0,0.0,laugh,,0.0,,
oamgmjzzd9161_processed_0,oamgmjzzd9161,2,9999.0,0.0,0.0,1.0,press conference,,1.0,,
oamgmjzzd9161_processed_1,oamgmjzzd9161,2,9999.0,0.0,0.0,1.0,press conference,,1.0,,
oc2jufewbdd61_processed_0,oc2jufewbdd61,4,2.0,1.0,1.0,0.0,"music, speech",,0.0,,
oc2jufewbdd61_processed_1,oc2jufewbdd61,4,2.0,1.0,1.0,0.0,"music, speech",,0.0,,
oc2jufewbdd61_processed_2,oc2jufewbdd61,4,2.0,1.0,0.0,0.0,"music, speech",,0.0,,
oc2jufewbdd61_processed_3,oc2jufewbdd61,4,2.0,1.0,0.0,0.0,"music, speech",,0.0,,
ocqcmynrkmd71_processed_0,ocqcmynrkmd71,2,5.0,2.0,2.0,0.0,fighting,,0.0,,
