file_name,parent_file_train,number_of_segments_train,number_of_voices_parent_train,extra_sounds_train,parent_label_train,segment_label_train,noisy_train,Notes_train
1gllz957axi51_processed_14,1gllz957axi51,18,3,,1,1,0,
1gllz957axi51_processed_15,1gllz957axi51,18,3,,1,1,0,
1gllz957axi51_processed_16,1gllz957axi51,18,3,,1,1,0,
1gllz957axi51_processed_17,1gllz957axi51,18,3,cart rolling,1,1,0,
1gllz957axi51_processed_2,1gllz957axi51,18,3,,1,1,0,
1gllz957axi51_processed_3,1gllz957axi51,18,3,,1,1,0,
1gllz957axi51_processed_4,1gllz957axi51,18,3,,1,1,0,
1gllz957axi51_processed_5,1gllz957axi51,18,3,,1,1,0,
1gllz957axi51_processed_6,1gllz957axi51,18,3,,1,1,0,
1gllz957axi51_processed_7,1gllz957axi51,18,3,,1,1,0,
1gllz957axi51_processed_8,1gllz957axi51,18,3,,1,1,0,
1gllz957axi51_processed_9,1gllz957axi51,18,3,cart rolling,1,1,0,
1heuq337bax51_processed_0,1heuq337bax51,2,9999,,1,1,1,
1heuq337bax51_processed_1,1heuq337bax51,2,9999,,1,1,1,
1i7dlddqqa661_processed_0,1i7dlddqqa661,8,3,,1,0,0,
1i7dlddqqa661_processed_1,1i7dlddqqa661,8,3,,1,0,0,
1i7dlddqqa661_processed_2,1i7dlddqqa661,8,3,,1,1,0,
1i7dlddqqa661_processed_3,1i7dlddqqa661,8,3,,1,1,0,
1i7dlddqqa661_processed_4,1i7dlddqqa661,8,3,,1,0,0,
1i7dlddqqa661_processed_5,1i7dlddqqa661,8,3,,1,0,0,
1i7dlddqqa661_processed_6,1i7dlddqqa661,8,3,,1,1,0,
1i7dlddqqa661_processed_7,1i7dlddqqa661,8,3,,1,0,0,
1jgyop26ua271_processed_0,1jgyop26ua271,10,3,,0,0,0,
1jgyop26ua271_processed_1,1jgyop26ua271,10,3,,0,0,0,
1jgyop26ua271_processed_2,1jgyop26ua271,10,3,,0,0,0,
1jgyop26ua271_processed_3,1jgyop26ua271,10,3,,0,0,0,
1jgyop26ua271_processed_4,1jgyop26ua271,10,2,,0,0,0,
1jgyop26ua271_processed_5,1jgyop26ua271,10,3,,0,0,0,
1jgyop26ua271_processed_6,1jgyop26ua271,10,3,,0,0,0,
1jgyop26ua271_processed_7,1jgyop26ua271,10,3,,0,0,0,
1jgyop26ua271_processed_8,1jgyop26ua271,10,3,,0,0,0,
1kh22bpjyyq61_processed_1,1kh22bpjyyq61,88,3,,3,2,0,
1kh22bpjyyq61_processed_10,1kh22bpjyyq61,88,3,,3,0,0,
1kh22bpjyyq61_processed_11,1kh22bpjyyq61,88,3,honk,3,0,0,
1kh22bpjyyq61_processed_12,1kh22bpjyyq61,88,2,,3,0,0,
1kh22bpjyyq61_processed_13,1kh22bpjyyq61,88,0,music,3,0,0,
1kh22bpjyyq61_processed_14,1kh22bpjyyq61,88,2,music,3,0,0,
1kh22bpjyyq61_processed_15,1kh22bpjyyq61,88,2,music,3,0,0,
1kh22bpjyyq61_processed_16,1kh22bpjyyq61,88,3,music,3,0,0,
1kh22bpjyyq61_processed_17,1kh22bpjyyq61,88,3,,3,1,0,
1kh22bpjyyq61_processed_18,1kh22bpjyyq61,88,3,,3,0,0,
1kh22bpjyyq61_processed_19,1kh22bpjyyq61,88,3,,3,0,0,
1kh22bpjyyq61_processed_2,1kh22bpjyyq61,88,3,,3,1,0,
1kh22bpjyyq61_processed_20,1kh22bpjyyq61,88,2,,3,0,0,
1kh22bpjyyq61_processed_21,1kh22bpjyyq61,88,2,,3,0,0,
1kh22bpjyyq61_processed_22,1kh22bpjyyq61,88,2,,3,1,0,
1kh22bpjyyq61_processed_23,1kh22bpjyyq61,88,2,,3,0,0,
1kh22bpjyyq61_processed_25,1kh22bpjyyq61,88,2,,3,1,0,
1kh22bpjyyq61_processed_26,1kh22bpjyyq61,88,2,,3,1,0,
1kh22bpjyyq61_processed_27,1kh22bpjyyq61,88,2,,3,0,0,
1kh22bpjyyq61_processed_28,1kh22bpjyyq61,88,2,music,3,0,0,
1kh22bpjyyq61_processed_29,1kh22bpjyyq61,88,2,music,3,0,0,
1kh22bpjyyq61_processed_3,1kh22bpjyyq61,88,3,,3,1,0,
1kh22bpjyyq61_processed_30,1kh22bpjyyq61,88,1,music,3,0,0,
1kh22bpjyyq61_processed_31,1kh22bpjyyq61,88,2,music,3,0,0,
1kh22bpjyyq61_processed_33,1kh22bpjyyq61,88,3,,3,1,0,
1kh22bpjyyq61_processed_34,1kh22bpjyyq61,88,3,siren,3,2,0,
1kh22bpjyyq61_processed_35,1kh22bpjyyq61,88,3,,3,2,0,
1kh22bpjyyq61_processed_36,1kh22bpjyyq61,88,3,,3,1,0,
1kh22bpjyyq61_processed_37,1kh22bpjyyq61,88,2,,3,1,0,
1kh22bpjyyq61_processed_38,1kh22bpjyyq61,88,2,,3,0,0,
1kh22bpjyyq61_processed_4,1kh22bpjyyq61,88,3,,3,0,0,
1kh22bpjyyq61_processed_40,1kh22bpjyyq61,88,3,,3,2,0,
1kh22bpjyyq61_processed_44,1kh22bpjyyq61,88,3,,3,1,0,
1kh22bpjyyq61_processed_45,1kh22bpjyyq61,88,3,,3,1,0,
1kh22bpjyyq61_processed_46,1kh22bpjyyq61,88,3,,3,1,0,
1kh22bpjyyq61_processed_47,1kh22bpjyyq61,88,3,,3,1,0,
1kh22bpjyyq61_processed_48,1kh22bpjyyq61,88,3,,3,1,0,
1kh22bpjyyq61_processed_5,1kh22bpjyyq61,88,3,,3,2,0,
1kh22bpjyyq61_processed_50,1kh22bpjyyq61,88,3,,3,2,0,
1kh22bpjyyq61_processed_51,1kh22bpjyyq61,88,3,,3,1,0,
1kh22bpjyyq61_processed_52,1kh22bpjyyq61,88,3,,3,1,0,
1kh22bpjyyq61_processed_54,1kh22bpjyyq61,88,3,,3,2,0,
1kh22bpjyyq61_processed_56,1kh22bpjyyq61,88,3,,3,2,0,
1kh22bpjyyq61_processed_57,1kh22bpjyyq61,88,3,,3,1,0,
1kh22bpjyyq61_processed_58,1kh22bpjyyq61,88,3,,3,0,0,
1kh22bpjyyq61_processed_59,1kh22bpjyyq61,88,3,,3,0,0,
1kh22bpjyyq61_processed_6,1kh22bpjyyq61,88,3,,3,0,0,
1kh22bpjyyq61_processed_60,1kh22bpjyyq61,88,3,,3,1,0,
1kh22bpjyyq61_processed_7,1kh22bpjyyq61,88,3,,3,2,0,
1kh22bpjyyq61_processed_72,1kh22bpjyyq61,88,3,,3,2,0,
1kh22bpjyyq61_processed_73,1kh22bpjyyq61,88,3,,3,1,0,
1kh22bpjyyq61_processed_77,1kh22bpjyyq61,88,3,cart rolling,3,2,0,
1kh22bpjyyq61_processed_81,1kh22bpjyyq61,88,3,sirens,3,2,0,
1kh22bpjyyq61_processed_82,1kh22bpjyyq61,88,3,,3,2,0,
1kh22bpjyyq61_processed_84,1kh22bpjyyq61,88,3,,3,1,0,
1kh22bpjyyq61_processed_85,1kh22bpjyyq61,88,3,,3,1,0,
1kh22bpjyyq61_processed_86,1kh22bpjyyq61,88,3,,3,1,0,
1kh22bpjyyq61_processed_87,1kh22bpjyyq61,88,3,,3,1,0,
1mgi6q333gz51_processed_0,1mgi6q333gz51,4,2,,3,3,0,
1mgi6q333gz51_processed_1,1mgi6q333gz51,4,2,,3,3,0,
1mgi6q333gz51_processed_2,1mgi6q333gz51,4,2,,3,2,0,
1mgi6q333gz51_processed_3,1mgi6q333gz51,4,2,,3,1,0,
1n46zdfwjje71_processed_0,1n46zdfwjje71,14,3,,2,2,0,
1n46zdfwjje71_processed_1,1n46zdfwjje71,14,3,,2,1,0,
1n46zdfwjje71_processed_10,1n46zdfwjje71,14,3,,2,2,0,
1n46zdfwjje71_processed_11,1n46zdfwjje71,14,3,,2,2,0,
1n46zdfwjje71_processed_12,1n46zdfwjje71,14,3,,2,2,0,
1n46zdfwjje71_processed_13,1n46zdfwjje71,14,2,,2,2,0,
1n46zdfwjje71_processed_2,1n46zdfwjje71,14,3,,2,2,0,
1n46zdfwjje71_processed_3,1n46zdfwjje71,14,3,,2,2,0,
1n46zdfwjje71_processed_4,1n46zdfwjje71,14,3,,2,2,0,
1n46zdfwjje71_processed_5,1n46zdfwjje71,14,3,,2,2,0,
1n46zdfwjje71_processed_6,1n46zdfwjje71,14,1,,2,1,0,
1n46zdfwjje71_processed_7,1n46zdfwjje71,14,3,,2,1,0,
1n46zdfwjje71_processed_8,1n46zdfwjje71,14,3,,2,2,0,
1n46zdfwjje71_processed_9,1n46zdfwjje71,14,3,,2,2,0,
1n8mu144gu961_processed_0,1n8mu144gu961,8,1,,0,0,0,
1n8mu144gu961_processed_1,1n8mu144gu961,8,1,,0,0,0,
1n8mu144gu961_processed_2,1n8mu144gu961,8,1,,0,0,0,
1n8mu144gu961_processed_3,1n8mu144gu961,8,1,clapping,0,0,0,
1n8mu144gu961_processed_4,1n8mu144gu961,8,1,clapping,0,0,0,
1n8mu144gu961_processed_5,1n8mu144gu961,8,1,clapping,0,0,0,
1n8mu144gu961_processed_6,1n8mu144gu961,8,2,,0,0,0,
1n8mu144gu961_processed_7,1n8mu144gu961,8,1,,0,0,0,
1nzrwkv997271_processed_0,1nzrwkv997271,8,4,,3,3,0,
1nzrwkv997271_processed_1,1nzrwkv997271,8,4,,3,3,0,
1nzrwkv997271_processed_2,1nzrwkv997271,8,3,,3,2,0,
1nzrwkv997271_processed_3,1nzrwkv997271,8,2,,3,2,0,
1nzrwkv997271_processed_4,1nzrwkv997271,8,9999,,3,3,1,
1nzrwkv997271_processed_5,1nzrwkv997271,8,9999,,3,3,1,
1nzrwkv997271_processed_6,1nzrwkv997271,8,9999,,3,3,1,
1nzrwkv997271_processed_7,1nzrwkv997271,8,9999,,3,3,1,
1qbs0u6n9nh51_processed_0,1qbs0u6n9nh51,4,1,,3,2,0,
1qbs0u6n9nh51_processed_1,1qbs0u6n9nh51,4,1,,3,3,0,
1qbs0u6n9nh51_processed_3,1qbs0u6n9nh51,4,2,,3,2,0,
1qny69p3irs61_processed_0,1qny69p3irs61,5,2,,2,2,0,
1qny69p3irs61_processed_1,1qny69p3irs61,5,2,,2,1,0,
1qny69p3irs61_processed_2,1qny69p3irs61,5,1,,2,1,0,
1qny69p3irs61_processed_3,1qny69p3irs61,5,2,,2,2,0,
1qny69p3irs61_processed_4,1qny69p3irs61,5,2,,2,2,0,
1r4mid8y7p861_processed_0,1r4mid8y7p861,6,0,music,0,0,0,
1r4mid8y7p861_processed_1,1r4mid8y7p861,6,0,music,0,0,0,
1r4mid8y7p861_processed_2,1r4mid8y7p861,6,0,music,0,0,0,
1r4mid8y7p861_processed_3,1r4mid8y7p861,6,0,music,0,0,0,
1r4mid8y7p861_processed_4,1r4mid8y7p861,6,0,music,0,0,0,
1r4mid8y7p861_processed_5,1r4mid8y7p861,6,0,music,0,0,0,
1rtj6ofmgm871_processed_0,1rtj6ofmgm871,3,1,traffic,0,0,0,
1rtj6ofmgm871_processed_1,1rtj6ofmgm871,3,0,traffic,0,0,0,
1rtj6ofmgm871_processed_2,1rtj6ofmgm871,3,0,traffic,0,0,0,
1run9c58vyq51_processed_0,1run9c58vyq51,13,2,,2,0,0,
1run9c58vyq51_processed_1,1run9c58vyq51,13,2,,2,1,0,
1run9c58vyq51_processed_10,1run9c58vyq51,13,1,,2,1,0,
1run9c58vyq51_processed_11,1run9c58vyq51,13,1,,2,1,0,
1run9c58vyq51_processed_2,1run9c58vyq51,13,1,,2,1,0,
1run9c58vyq51_processed_3,1run9c58vyq51,13,1,,2,1,0,
1run9c58vyq51_processed_4,1run9c58vyq51,13,1,,2,1,0,
1run9c58vyq51_processed_5,1run9c58vyq51,13,1,,2,2,0,
1run9c58vyq51_processed_6,1run9c58vyq51,13,1,,2,1,0,
1run9c58vyq51_processed_7,1run9c58vyq51,13,1,,2,1,0,
1run9c58vyq51_processed_8,1run9c58vyq51,13,1,,2,1,0,
1run9c58vyq51_processed_9,1run9c58vyq51,13,1,,2,1,0,
1ryahp4bdkn51_processed_0,1ryahp4bdkn51,21,3,,1,1,0,
1ryahp4bdkn51_processed_1,1ryahp4bdkn51,21,3,,1,1,0,
1ryahp4bdkn51_processed_10,1ryahp4bdkn51,21,3,,1,1,0,
1ryahp4bdkn51_processed_11,1ryahp4bdkn51,21,3,,1,1,0,
1ryahp4bdkn51_processed_12,1ryahp4bdkn51,21,3,,1,1,0,
1ryahp4bdkn51_processed_13,1ryahp4bdkn51,21,3,,1,1,0,
1ryahp4bdkn51_processed_14,1ryahp4bdkn51,21,3,,1,0,0,
1ryahp4bdkn51_processed_15,1ryahp4bdkn51,21,1,,1,1,0,
1ryahp4bdkn51_processed_16,1ryahp4bdkn51,21,3,,1,1,0,
1ryahp4bdkn51_processed_17,1ryahp4bdkn51,21,3,,1,1,0,
1ryahp4bdkn51_processed_18,1ryahp4bdkn51,21,3,,1,1,0,
1ryahp4bdkn51_processed_19,1ryahp4bdkn51,21,3,,1,1,0,
1ryahp4bdkn51_processed_2,1ryahp4bdkn51,21,2,,1,1,0,
1ryahp4bdkn51_processed_20,1ryahp4bdkn51,21,1,,1,1,0,
1ryahp4bdkn51_processed_3,1ryahp4bdkn51,21,2,,1,1,0,
1ryahp4bdkn51_processed_4,1ryahp4bdkn51,21,2,,1,1,0,
1ryahp4bdkn51_processed_5,1ryahp4bdkn51,21,2,,1,1,0,
1ryahp4bdkn51_processed_6,1ryahp4bdkn51,21,3,,1,0,0,
1ryahp4bdkn51_processed_7,1ryahp4bdkn51,21,3,,1,1,0,
1ryahp4bdkn51_processed_8,1ryahp4bdkn51,21,3,,1,1,0,
1ryahp4bdkn51_processed_9,1ryahp4bdkn51,21,3,,1,1,0,
1sm6gyfaqyb71_processed_0,1sm6gyfaqyb71,14,9999,,3,2,1,
1sm6gyfaqyb71_processed_1,1sm6gyfaqyb71,14,9999,,3,2,1,
1sm6gyfaqyb71_processed_10,1sm6gyfaqyb71,14,9999,,3,3,1,
1sm6gyfaqyb71_processed_11,1sm6gyfaqyb71,14,9999,,3,2,1,
1sm6gyfaqyb71_processed_12,1sm6gyfaqyb71,14,9999,,3,3,1,
1sm6gyfaqyb71_processed_13,1sm6gyfaqyb71,14,9999,,3,3,1,
1sm6gyfaqyb71_processed_2,1sm6gyfaqyb71,14,9999,,3,3,1,
1sm6gyfaqyb71_processed_3,1sm6gyfaqyb71,14,9999,,3,3,1,
1sm6gyfaqyb71_processed_4,1sm6gyfaqyb71,14,9999,,3,3,1,
1sm6gyfaqyb71_processed_5,1sm6gyfaqyb71,14,9999,,3,3,1,
1sm6gyfaqyb71_processed_6,1sm6gyfaqyb71,14,9999,,3,3,1,
1sm6gyfaqyb71_processed_7,1sm6gyfaqyb71,14,9999,,3,3,1,
1sm6gyfaqyb71_processed_8,1sm6gyfaqyb71,14,9999,,3,3,1,
1sm6gyfaqyb71_processed_9,1sm6gyfaqyb71,14,9999,,3,3,1,
1u7v7z5bs0w51_processed_0,1u7v7z5bs0w51,26,2,,3,3,0,
1u7v7z5bs0w51_processed_1,1u7v7z5bs0w51,26,2,,3,2,0,
1u7v7z5bs0w51_processed_10,1u7v7z5bs0w51,26,2,,3,2,0,
1u7v7z5bs0w51_processed_11,1u7v7z5bs0w51,26,2,,3,3,0,
1u7v7z5bs0w51_processed_12,1u7v7z5bs0w51,26,2,,3,3,0,
1u7v7z5bs0w51_processed_13,1u7v7z5bs0w51,26,2,,3,3,0,
1u7v7z5bs0w51_processed_14,1u7v7z5bs0w51,26,2,,3,3,0,
1u7v7z5bs0w51_processed_15,1u7v7z5bs0w51,26,2,,3,2,0,
1u7v7z5bs0w51_processed_16,1u7v7z5bs0w51,26,2,,3,3,0,
1u7v7z5bs0w51_processed_17,1u7v7z5bs0w51,26,2,,3,3,0,
1u7v7z5bs0w51_processed_18,1u7v7z5bs0w51,26,2,,3,3,0,
1u7v7z5bs0w51_processed_19,1u7v7z5bs0w51,26,2,,3,3,0,
1u7v7z5bs0w51_processed_2,1u7v7z5bs0w51,26,2,,3,3,0,
1u7v7z5bs0w51_processed_20,1u7v7z5bs0w51,26,2,,3,3,0,
1u7v7z5bs0w51_processed_21,1u7v7z5bs0w51,26,2,,3,3,0,
1u7v7z5bs0w51_processed_22,1u7v7z5bs0w51,26,2,,3,3,0,
1u7v7z5bs0w51_processed_23,1u7v7z5bs0w51,26,2,,3,3,0,
1u7v7z5bs0w51_processed_24,1u7v7z5bs0w51,26,2,,3,3,0,
1u7v7z5bs0w51_processed_25,1u7v7z5bs0w51,26,2,,3,3,0,
1u7v7z5bs0w51_processed_3,1u7v7z5bs0w51,26,2,,3,3,0,
1u7v7z5bs0w51_processed_4,1u7v7z5bs0w51,26,2,,3,3,0,
1u7v7z5bs0w51_processed_5,1u7v7z5bs0w51,26,2,,3,3,0,
1u7v7z5bs0w51_processed_6,1u7v7z5bs0w51,26,2,,3,3,0,
1u7v7z5bs0w51_processed_7,1u7v7z5bs0w51,26,2,,3,3,0,
1u7v7z5bs0w51_processed_9,1u7v7z5bs0w51,26,2,,3,3,0,
1yo4jumj6j661_processed_0,1yo4jumj6j661,2,1,sirens,0,0,0,
1yo4jumj6j661_processed_1,1yo4jumj6j661,2,1,,0,0,0,
1zi7ll3mt4571_processed_0,1zi7ll3mt4571,3,3,,2,1,0,
1zi7ll3mt4571_processed_1,1zi7ll3mt4571,3,3,,2,2,0,
1zi7ll3mt4571_processed_2,1zi7ll3mt4571,3,3,,2,2,0,
202evujgunk61_processed_0,202evujgunk61,8,2,,1,1,0,
202evujgunk61_processed_1,202evujgunk61,8,2,,1,1,0,
202evujgunk61_processed_2,202evujgunk61,8,2,,1,1,0,
202evujgunk61_processed_3,202evujgunk61,8,2,,1,1,0,
202evujgunk61_processed_4,202evujgunk61,8,2,,1,1,0,
202evujgunk61_processed_5,202evujgunk61,8,2,,1,1,0,
202evujgunk61_processed_6,202evujgunk61,8,2,,1,1,0,
202evujgunk61_processed_7,202evujgunk61,8,2,,1,1,0,
21lehnzb96d61_processed_0,21lehnzb96d61,6,1,,0,0,0,
21lehnzb96d61_processed_1,21lehnzb96d61,6,1,,0,0,0,
21lehnzb96d61_processed_2,21lehnzb96d61,6,2,,0,0,0,
21lehnzb96d61_processed_3,21lehnzb96d61,6,1,,0,0,0,
21lehnzb96d61_processed_4,21lehnzb96d61,6,2,,0,0,0,
21lehnzb96d61_processed_5,21lehnzb96d61,6,1,,0,0,0,
26qgcxvnjiu61_processed_0,26qgcxvnjiu61,5,2,,2,2,0,
26qgcxvnjiu61_processed_1,26qgcxvnjiu61,5,2,,2,2,0,
26qgcxvnjiu61_processed_2,26qgcxvnjiu61,5,2,,2,2,0,
26qgcxvnjiu61_processed_3,26qgcxvnjiu61,5,2,,2,2,0,
26qgcxvnjiu61_processed_4,26qgcxvnjiu61,5,2,,2,2,0,
2f8jximgg9371_processed_0,2f8jximgg9371,3,1,music,0,0,0,
2f8jximgg9371_processed_1,2f8jximgg9371,3,1,music,0,0,0,
2f8jximgg9371_processed_2,2f8jximgg9371,3,0,music,0,0,0,
2hi5az6emer51_processed_0,2hi5az6emer51,2,2,,2,2,0,
2hi5az6emer51_processed_1,2hi5az6emer51,2,2,,2,1,0,
2holi4ang1l61_processed_0,2holi4ang1l61,7,1,,0,0,0,
2holi4ang1l61_processed_1,2holi4ang1l61,7,2,,0,0,0,
2holi4ang1l61_processed_2,2holi4ang1l61,7,2,,0,0,0,
2holi4ang1l61_processed_3,2holi4ang1l61,7,2,,0,0,0,
2holi4ang1l61_processed_4,2holi4ang1l61,7,2,,0,0,0,
2holi4ang1l61_processed_5,2holi4ang1l61,7,1,,0,0,0,
2holi4ang1l61_processed_6,2holi4ang1l61,7,1,,0,0,0,
2jceljldavz51_processed_0,2jceljldavz51,2,2,,0,0,0,shouting here is because of surprise
2jceljldavz51_processed_1,2jceljldavz51,2,2,,0,0,0,
2jg021dtzue71_processed_0,2jg021dtzue71,5,1,"honk, kids playing",0,0,0,
2jg021dtzue71_processed_1,2jg021dtzue71,5,1,"kids playing, sirens",0,0,0,
2jg021dtzue71_processed_2,2jg021dtzue71,5,1,sirens,0,0,0,
2jg021dtzue71_processed_3,2jg021dtzue71,5,1,child crying,0,0,0,
2jg021dtzue71_processed_4,2jg021dtzue71,5,1,,0,0,0,
2jt2pcfwre461_processed_0,2jt2pcfwre461,31,1,,1,0,0,
2jt2pcfwre461_processed_1,2jt2pcfwre461,31,1,,1,0,0,
2jt2pcfwre461_processed_10,2jt2pcfwre461,31,2,,1,1,0,
2jt2pcfwre461_processed_11,2jt2pcfwre461,31,2,,1,1,0,
2jt2pcfwre461_processed_12,2jt2pcfwre461,31,2,,1,1,0,
2jt2pcfwre461_processed_13,2jt2pcfwre461,31,2,,1,1,0,
2jt2pcfwre461_processed_14,2jt2pcfwre461,31,2,,1,1,0,
2jt2pcfwre461_processed_15,2jt2pcfwre461,31,2,,1,1,0,
2jt2pcfwre461_processed_16,2jt2pcfwre461,31,2,,1,1,0,
2jt2pcfwre461_processed_17,2jt2pcfwre461,31,2,,1,1,0,
2jt2pcfwre461_processed_18,2jt2pcfwre461,31,2,,1,1,0,
2jt2pcfwre461_processed_19,2jt2pcfwre461,31,2,,1,1,0,
2jt2pcfwre461_processed_2,2jt2pcfwre461,31,2,,1,0,0,
2jt2pcfwre461_processed_20,2jt2pcfwre461,31,2,,1,1,0,
2jt2pcfwre461_processed_21,2jt2pcfwre461,31,2,,1,1,0,
2jt2pcfwre461_processed_22,2jt2pcfwre461,31,2,,1,1,0,
2jt2pcfwre461_processed_23,2jt2pcfwre461,31,2,,1,1,0,
2jt2pcfwre461_processed_24,2jt2pcfwre461,31,2,,1,1,0,
2jt2pcfwre461_processed_25,2jt2pcfwre461,31,2,,1,1,0,
2jt2pcfwre461_processed_26,2jt2pcfwre461,31,2,,1,1,0,
2jt2pcfwre461_processed_27,2jt2pcfwre461,31,2,,1,1,0,
2jt2pcfwre461_processed_28,2jt2pcfwre461,31,1,,1,0,0,
2jt2pcfwre461_processed_29,2jt2pcfwre461,31,2,,1,1,0,
2jt2pcfwre461_processed_3,2jt2pcfwre461,31,1,,1,0,0,
2jt2pcfwre461_processed_30,2jt2pcfwre461,31,2,,1,1,0,
2jt2pcfwre461_processed_4,2jt2pcfwre461,31,1,,1,0,0,
2jt2pcfwre461_processed_5,2jt2pcfwre461,31,2,,1,1,0,
2jt2pcfwre461_processed_6,2jt2pcfwre461,31,2,,1,1,0,
2jt2pcfwre461_processed_7,2jt2pcfwre461,31,2,,1,1,0,
2jt2pcfwre461_processed_8,2jt2pcfwre461,31,1,,1,0,0,
2jt2pcfwre461_processed_9,2jt2pcfwre461,31,2,,1,1,0,
2mocdcmj90b71_processed_0,2mocdcmj90b71,10,0,music,0,0,0,
2mocdcmj90b71_processed_1,2mocdcmj90b71,10,0,music,0,0,0,
2mocdcmj90b71_processed_2,2mocdcmj90b71,10,0,music,0,0,0,
2mocdcmj90b71_processed_3,2mocdcmj90b71,10,0,music,0,0,0,
2mocdcmj90b71_processed_4,2mocdcmj90b71,10,0,music,0,0,0,
2mocdcmj90b71_processed_5,2mocdcmj90b71,10,0,music,0,0,0,
2mocdcmj90b71_processed_6,2mocdcmj90b71,10,0,music,0,0,0,
2mocdcmj90b71_processed_7,2mocdcmj90b71,10,0,music,0,0,0,
2mocdcmj90b71_processed_8,2mocdcmj90b71,10,0,music,0,0,0,
2mrfsimxhwm61_processed_0,2mrfsimxhwm61,11,2,female sobbing,1,1,0,
2mrfsimxhwm61_processed_1,2mrfsimxhwm61,11,2,clapping,1,0,0,
2mrfsimxhwm61_processed_10,2mrfsimxhwm61,11,1,,1,0,0,
2mrfsimxhwm61_processed_2,2mrfsimxhwm61,11,3,clapping,1,0,0,
2mrfsimxhwm61_processed_3,2mrfsimxhwm61,11,2,clapping,1,0,0,
2mrfsimxhwm61_processed_4,2mrfsimxhwm61,11,2,clapping,1,0,0,
2mrfsimxhwm61_processed_5,2mrfsimxhwm61,11,2,,1,0,0,
2mrfsimxhwm61_processed_6,2mrfsimxhwm61,11,1,,1,0,0,
2mrfsimxhwm61_processed_7,2mrfsimxhwm61,11,2,,1,0,0,
2mrfsimxhwm61_processed_8,2mrfsimxhwm61,11,2,,1,0,0,
2mrfsimxhwm61_processed_9,2mrfsimxhwm61,11,1,,1,0,0,
2n6odjoqo9561_processed_0,2n6odjoqo9561,8,2,music,2,0,0,
2n6odjoqo9561_processed_2,2n6odjoqo9561,8,2,music,2,2,0,
2n6odjoqo9561_processed_3,2n6odjoqo9561,8,2,music,2,2,0,
2n6odjoqo9561_processed_4,2n6odjoqo9561,8,2,music,2,0,0,
2n6odjoqo9561_processed_5,2n6odjoqo9561,8,2,music,2,0,0,
2n6odjoqo9561_processed_6,2n6odjoqo9561,8,3,music,2,1,0,
2tasdqio0l871_processed_2,2tasdqio0l871,5,9999,kids crying,3,3,1,
2tasdqio0l871_processed_3,2tasdqio0l871,5,9999,"kids crying, laughing",3,2,1,
2tasdqio0l871_processed_4,2tasdqio0l871,5,9999,"kids crying, laughing",3,0,1,
2uw2ps4l9dm51_processed_0,2uw2ps4l9dm51,5,2,,0,0,0,
2uw2ps4l9dm51_processed_1,2uw2ps4l9dm51,5,2,,0,0,0,
2uw2ps4l9dm51_processed_2,2uw2ps4l9dm51,5,0,water puddles,0,0,0,
2uw2ps4l9dm51_processed_3,2uw2ps4l9dm51,5,0,water puddles,0,0,0,
2uw2ps4l9dm51_processed_4,2uw2ps4l9dm51,5,0,"water puddles, honk",0,0,0,
2wcunlh6zll51_processed_0,2wcunlh6zll51,3,0,music,0,0,0,
2wcunlh6zll51_processed_1,2wcunlh6zll51,3,0,music,0,0,0,
2wcunlh6zll51_processed_2,2wcunlh6zll51,3,0,music,0,0,0,
2zxxmq8g1n961_processed_0,2zxxmq8g1n961,6,3,,3,1,0,
2zxxmq8g1n961_processed_1,2zxxmq8g1n961,6,3,,3,2,0,
2zxxmq8g1n961_processed_2,2zxxmq8g1n961,6,3,,3,3,0,
2zxxmq8g1n961_processed_3,2zxxmq8g1n961,6,3,,3,3,0,
2zxxmq8g1n961_processed_4,2zxxmq8g1n961,6,3,,3,3,0,
2zxxmq8g1n961_processed_5,2zxxmq8g1n961,6,3,,3,3,0,
32tcfjnefkk51_processed_0,32tcfjnefkk51,7,0,"crowd cheering, whistling",0,0,0,
32tcfjnefkk51_processed_1,32tcfjnefkk51,7,0,"crowd cheering, whistling",0,0,0,
32tcfjnefkk51_processed_2,32tcfjnefkk51,7,0,"crowd cheering, whistling",0,0,0,
32tcfjnefkk51_processed_3,32tcfjnefkk51,7,0,"crowd cheering, whistling",0,0,0,
32tcfjnefkk51_processed_4,32tcfjnefkk51,7,0,"crowd cheering, whistling",0,0,0,
32tcfjnefkk51_processed_5,32tcfjnefkk51,7,0,"crowd cheering, whistling, music",0,0,0,
34aohjogtza61_processed_0,34aohjogtza61,14,2,,0,0,0,
34aohjogtza61_processed_1,34aohjogtza61,14,2,,0,0,0,
34aohjogtza61_processed_10,34aohjogtza61,14,2,,0,0,0,
34aohjogtza61_processed_11,34aohjogtza61,14,2,,0,0,0,
34aohjogtza61_processed_12,34aohjogtza61,14,2,,0,0,0,
34aohjogtza61_processed_13,34aohjogtza61,14,2,,0,0,0,
34aohjogtza61_processed_2,34aohjogtza61,14,2,,0,0,0,
34aohjogtza61_processed_3,34aohjogtza61,14,2,,0,0,0,
34aohjogtza61_processed_4,34aohjogtza61,14,1,,0,0,0,
34aohjogtza61_processed_5,34aohjogtza61,14,2,,0,0,0,
34aohjogtza61_processed_6,34aohjogtza61,14,2,,0,0,0,
34aohjogtza61_processed_7,34aohjogtza61,14,2,,0,0,0,
34aohjogtza61_processed_8,34aohjogtza61,14,2,,0,0,0,
